Column,host_id,host_name_x,num_host_listings,id,license,host_url,listing_url,host_about,host_name_y,latitude,longitude,minimum_nights,availability_365,last_review,neighbourhood,N_EXPEDIENT,CODI_DISTRICTE,neighbourhood_group,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
8075,,,,,HUTB-006942,,,,,,,,,,,03-2013-0414,3,SANTS-MONTJUÏC,18.0,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,2,,8.0,2.1392846690000002,41.37397397
8076,,,,,HUTB-006949,,,,,,,,,,,03-2013-0415,3,SANTS-MONTJUÏC,18.0,Sants,Carrer,ESPANYA INDUSTRIAL,1,9,,,,,,,3,,5.0,2.1392846690000002,41.37397397
8077,,,,,HUTB-006565,,,,,,,,,,,02-2013-1091,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,ROSSELLO,2,362,,364.0,,,,D,PR,2,9.0,2.1701855830000003,41.40182029
8078,,,,,HUTB-006559,,,,,,,,,,,02-2013-1073,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,FLORIDABLANCA,1,3,,,,,,,3,2,7.0,2.1534190509999998,41.37379439
8079,,,,,HUTB-006515,,,,,,,,,,,02-2013-1077,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,2,28,,30.0,,,,,SA,A,8.0,2.173344465,41.38758317
8080,,,,,HUTB-006930,,,,,,,,,,,06-2013-0435,6,GRACIA,31.0,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,5,,,,,,,1,1,8.0,2.156523258,41.40017866
8081,,,,,HUTB-006927,,,,,,,,,,,06-2013-0438,6,GRACIA,31.0,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,5,,,,,,,2,2,8.0,2.156523258,41.40017866
8082,,,,,HUTB-006926,,,,,,,,,,,06-2013-0440,6,GRACIA,31.0,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,5,,,,,,,3,1,8.0,2.156523258,41.40017866
8083,,,,,HUTB-006627,,,,,,,,,,,06-2013-0350,6,GRACIA,29.0,el Coll,Carrer,TIRSO,1,43,,,,,,,BJ,,4.0,2.149908841,41.41724615
8084,,,,,HUTB-006597,,,,,,,,,,,02-2013-1109,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,634,,,,,,,4,3,7.0,2.167878996,41.38777011
8085,,,,,HUTB-006913,,,,,,,,,,,04-2013-0246,4,LES CORTS,19.0,les Corts,Carrer,DOLORS MASFERRER I BOSCH,2,20,,,,,,,1,6,3.0,2.1273367619999997,41.38335638
8086,,,,,HUTB-006509,,,,,,,,,,,06-2013-0335,6,GRACIA,31.0,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,44,,,,,,,1,,6.0,2.155491226,41.397166799999994
8087,,,,,HUTB-006632,,,,,,,,,,,03-2013-0373,3,SANTS-MONTJUÏC,15.0,Hostafrancs,Carrer,RECTOR TRIADO,2,14,,,,,,,1,2,4.0,2.144239355,41.37399729
8088,,,,,HUTB-006664,,,,,,,,,,,07-2013-0167,7,HORTA-GUINARDÓ,33.0,el Baix Guinardó,Carrer,SANT ANTONI MARIA CLARET,1,103,,,,,,,3,3,6.0,2.169527168,41.40670677
8089,,,,,HUTB-006819,,,,,,,,,,,03-2013-0398,3,SANTS-MONTJUÏC,18.0,Sants,Carrer,JOCS FLORALS,1,49,,,,,,,2,2,8.0,2.133729457,41.37194867
8090,,,,,HUTB-007011,,,,,,,,,,,06-2013-0410,6,GRACIA,31.0,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,PR,1,5.0,2.15982809,41.40056843
8091,,,,,HUTB-006957,,,,,,,,,,,10-2013-0516,10,SANT MARTI,64.0,el Camp de l'Arpa del Clot,Carrer,CORSEGA,1,703,,,,,,,EN,4,3.0,2.179464094,41.41082735
8092,,,,,HUTB-007012,,,,,,,,,,,02-2013-1285,2,L'EIXAMPLE,6.0,la Sagrada Família,Passatge,MAIOL,1,9,,11.0,,,,,3,1,4.0,2.17332306,41.39994078
8093,,,,,HUTB-006564,,,,,,,,,,,02-2013-1090,2,L'EIXAMPLE,5.0,el Fort Pienc,Carrer,LEPANT,2,220,,,,,,,3,3,6.0,2.179699926,41.39959036
8094,,,,,HUTB-006965,,,,,,,,,,,02-2013-1276,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,LEPANT,1,315,,,,,,,PR,1,3.0,2.172350443,41.40489541
8095,,,,,HUTB-006940,,,,,,,,,,,04-2013-0237,4,LES CORTS,19.0,les Corts,Carrer,CABALLERO,2,68,,,,,,,3,1,6.0,2.136803891,41.38194416
8096,,,,,HUTB-006911,,,,,,,,,,,02-2013-1349,2,L'EIXAMPLE,10.0,Sant Antoni,Gran Via,CORTS CATALANES,2,516,,,,,,,8,2,6.0,2.157196566,41.37974919
8097,,,,,HUTB-006626,,,,,,,,,,,02-2013-1121,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,BRUC,1,17,,,,,,,5,1,5.0,2.173048873,41.38884497
8098,,,,,HUTB-006642,,,,,,,,,,,04-2013-0215,4,LES CORTS,19.0,les Corts,Carrer,TUBELLA,2,24,,,,,,,1,2,4.0,2.134493114,41.38250291
8099,,,,,HUTB-006639,,,,,,,,,,,02-2013-1138,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,CARTAGENA,2,264,,,,,,,PR,3,4.0,2.176961861,41.40662522
8100,,,,,HUTB-007581,,,,,,,,,,,03-2013-0379,3,SANTS-MONTJUÏC,15.0,Hostafrancs,Carrer,CONSELL DE CENT,2,38,,,,,,,2,4,4.0,2.145060281,41.37474667
8101,,,,,HUTB-006750,,,,,,,,,,,03-2013-0394,3,SANTS-MONTJUÏC,15.0,Hostafrancs,Carrer,FARELL,1,17,,,,,,,PR,1,6.0,2.1428083019999997,41.37070411
8102,,,,,HUTB-007022,,,,,,,,,,,02-2013-1308,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,MALLORCA,1,337,,,,,,,4,1A,6.0,2.169171322,41.39793642
8103,,,,,HUTB-010437,,,,,,,,,,,02-2013-1310,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,MALLORCA,1,337,,,,,,,1,2,10.0,2.169171322,41.39793642
8104,,,,,HUTB-006307,,,,,,,,,,,02-2013-1005,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,COMTE D'URGELL,2,62,,,,,,,EN,,4.0,2.158053031,41.38004683
8105,,,,,HUTB-006908,,,,,,,,,,,04-2013-0247,4,LES CORTS,19.0,les Corts,Carrer,LORETO,2,32,,,,,,,3,2,5.0,2.14120573,41.38840166
8106,,,,,HUTB-006631,,,,,,,,,,,10-2013-0456,10,SANT MARTI,67.0,la Vila Olímpica del Poblenou,Avinguda,ICARIA,1,151,,,,,,,1,2,12.0,2.195909064,41.38965888
8107,,,,,HUTB-007013,,,,,,,,,,,02-2013-1284,2,L'EIXAMPLE,5.0,el Fort Pienc,Avinguda,DIAGONAL,1,225,,,,,,,6,2,6.0,2.18225617,41.40041371
8108,,,,,HUTB-006987,,,,,,,,,,,02-2013-1320,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,2,1,6.0,2.174681806,41.40980289
8109,,,,,HUTB-006986,,,,,,,,,,,02-2013-1323,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,6,4,11.0,2.174681806,41.40980289
8110,,,,,HUTB-006959,,,,,,,,,,,02-2013-1269,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,2,42,,,,,,,1,1,3.0,2.173451313,41.40561276
8111,,,,,HUTB-006264,,,,,,,,,,,03-2013-0315,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,TAPIOLES,1,9,,,,,,,4,4,6.0,2.1638944490000003,41.37259155
8112,,,,,HUTB-006804,,,,,,,,,,,02-2013-1223,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,125,,,,,,,EN,4,6.0,2.156826928,41.39088007
8113,,,,,HUTB-008969,,,,,,,,,,,02-2013-1168,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,PR,3,7.0,2.146855552,41.37772096
8114,,,,,HUTB-007638,,,,,,,,,,,02-2013-1169,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,4,4,8.0,2.151161481,41.378370200000006
8115,,,,,HUTB-008971,,,,,,,,,,,02-2013-1170,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,4,3,8.0,2.151161481,41.378370200000006
8116,,,,,HUTB-000111,,,,,,,,,,,01-2013-0442,1,CIUTAT VELLA,2.0,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,1,,7.0,2.175449612,41.37789699
8117,,,,,HUTB-000113,,,,,,,,,,,01-2013-0444,1,CIUTAT VELLA,2.0,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,3,,7.0,2.175449612,41.37789699
8118,,,,,HUTB-006361,,,,,,,,,,,02-2013-1012,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,11,,,,,,,AT,A,8.0,2.145440052,41.37670705
8119,,,,,HUTB-006890,,,,,,,,,,,02-2013-1190,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,2,136,,,,,,,2,1,6.0,2.1535831340000002,41.38506836
8120,,,,,HUTB-006907,,,,,,,,,,,02-2013-1344,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,TAMARIT,1,185,,,,,,,5,B,8.0,2.161342237,41.37804826
8121,,,,,HUTB-006821,,,,,,,,,,,06-2013-0389,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,2,1,5.0,2.157760975,41.40487203
8122,,,,,HUTB-006822,,,,,,,,,,,06-2013-0390,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,2,2,5.0,2.157760975,41.40487203
8123,,,,,HUTB-006838,,,,,,,,,,,06-2013-0391,6,GRACIA,31.0,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69.0,,,,,2,3,5.0,2.157760975,41.40487203
8124,,,,,HUTB-006514,,,,,,,,,,,02-2013-1074,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Passeig,GRACIA,1,15,,,,,,,6,1A,7.0,2.1663545280000003,41.38783231
8125,,,,,HUTB-006839,,,,,,,,,,,07-2013-0174,7,HORTA-GUINARDÓ,33.0,el Baix Guinardó,Travessera,GRACIA,2,364,,,,,,,3,B,4.0,2.170155837,41.40780839
8126,,,,,HUTB-006924,,,,,,,,,,,06-2013-0442,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SORS,2,14,,,,,,,3,1,6.0,2.157455273,41.40714956
8127,,,,,HUTB-006985,,,,,,,,,,,02-2013-1318,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,DOS DE MAIG,1,327,,329.0,,,,,1,2,5.0,2.174681806,41.40980289
8128,,,,,HUTB-006591,,,,,,,,,,,02-2013-1099,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,7,1,6.0,2.15225643,41.37669182
8129,,,,,HUTB-006589,,,,,,,,,,,02-2013-1100,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,439,,,,,,,6,4,6.0,2.15225643,41.37669182
8130,,,,,HUTB-006593,,,,,,,,,,,02-2013-1105,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,CALABRIA,2,228,,,,,,,2,3,6.0,2.14640319,41.38366532
8131,,,,,HUTB-006594,,,,,,,,,,,02-2013-1106,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,136,,,,,,B,2,5,4.0,2.153570705,41.38677826
8132,,,,,HUTB-006968,,,,,,,,,,,02-2013-1292,2,L'EIXAMPLE,10.0,Sant Antoni,Carrer,COMTE BORRELL,1,35,,,,,,,SA,1,6.0,2.162381559,41.37472599
8133,,,,,HUTB-006510,,,,,,,,,,,10-2013-0443,10,SANT MARTI,65.0,el Clot,Carrer,INDEPENDENCIA,1,257,,259.0,,,,,1,3,5.0,2.183860302,41.40459869
8134,,,,,HUTB-006511,,,,,,,,,,,10-2013-0444,10,SANT MARTI,65.0,el Clot,Carrer,INDEPENDENCIA,1,257,,259.0,,,,,1,4,3.0,2.183860302,41.40459869
8135,,,,,HUTB-006512,,,,,,,,,,,10-2013-0445,10,SANT MARTI,65.0,el Clot,Carrer,INDEPENDENCIA,1,257,,259.0,,,,,1,5,5.0,2.183860302,41.40459869
8136,,,,,HUTB-006849,,,,,,,,,,,03-2013-0402,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,FONTRODONA,1,17,,,,,,,1,2,4.0,2.166125732,41.37159232
8137,,,,,HUTB-006309,,,,,,,,,,,10-2013-0398,10,SANT MARTI,65.0,el Clot,Carrer,INDEPENDENCIA,1,257,,,,,,,2,4,3.0,2.183860302,41.40459869
8138,,,,,HUTB-006893,,,,,,,,,,,02-2013-1213,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,MALLORCA,1,419,,,,,,,5,4,6.0,2.1758131080000003,41.40290460000001
8139,,,,,HUTB-006941,,,,,,,,,,,06-2013-0402,6,GRACIA,31.0,la Vila de Gràcia,Carrer,TORRENT DE LES FLORS,1,131,,133.0,,,,,BJ,2,5.0,2.155996507,41.40741585
8140,,,,,HUTB-006641,,,,,,,,,,,06-2013-0359,6,GRACIA,31.0,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,46,,,,,,,3,,7.0,2.155801079,41.39808438
8141,,,,,HUTB-006919         ,,,,,,,,,,,02-2013-1228,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,ROSSELLO,2,266,,,,,,B,PR,1,3.0,2.163442513,41.39676258
8142,,,,,HUTB-006840,,,,,,,,,,,05-2013-0368,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Passatge,MARIMON,1,9,,,,,,,3,1,8.0,2.146911264,41.39261385
8143,,,,,HUTB-006923,,,,,,,,,,,02-2013-1339,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,INDUSTRIA,1,103,,,,,,,1,2,2.0,2.169493873,41.40497525
8144,,,,,HUTB-002964,,,,,,,,,,,01-2013-0434,1,CIUTAT VELLA,1.0,el Raval,Carrer,CARME,2,10,,,,,,,2,3,5.0,2.169945817,41.38088211
8145,,,,,HUTB-002965,,,,,,,,,,,01-2013-0435,1,CIUTAT VELLA,1.0,el Raval,Carrer,CARME,2,10,,,,,,,2,4,4.0,2.169945817,41.38088211
8146,,,,,HUTB-006475,,,,,,,,,,,10-2013-0440,10,SANT MARTI,66.0,el Parc i la Llacuna del Poblenou,Carrer,MARINA,1,71,,73.0,,,,A,2,1,7.0,2.1884890980000002,41.39057535
8147,,,,,HUTB-006478,,,,,,,,,,,02-2013-1064,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,100,,,,,,,1,2,6.0,2.1559615930000002,41.38839743
8148,,,,,HUTB-006624,,,,,,,,,,,02-2013-1127,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,555,,,,,,,1,,4.0,2.159309443,41.38199371
8149,,,,,HUTB-002636,,,,,,,,,,,01-2013-0512,1,CIUTAT VELLA,3.0,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,1,2,3.0,2.18680976,41.37954191
8150,,,,,HUTB-002637,,,,,,,,,,,01-2013-0513,1,CIUTAT VELLA,3.0,la Barceloneta,Carrer,PAREDES,1,1,,,,,,,2,2,3.0,2.18680976,41.37954191
8151,,,,,HUTB-006721,,,,,,,,,,,02-2013-1178,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,1,11,,,,,,,4,1,2.0,2.170329095,41.38677803
8152,,,,,HUTB-006743,,,,,,,,,,,02-2013-1179,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,1,11,,,,,,,5,1,4.0,2.170329095,41.38677803
8153,,,,,HUTB-006803,,,,,,,,,,,02-2013-1180,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Ronda,SANT PERE,1,11,,,,,,,SA,2,5.0,2.170329095,41.38677803
8154,,,,,HUTB-000948,,,,,,,,,,,01-2013-0552,1,CIUTAT VELLA,1.0,el Raval,Carrer,RAMBLA,1,41,,,,,,,2,2,11.0,2.173327586,41.37766919
8155,,,,,HUTB-006758,,,,,,,,,,,03-2013-0452,3,SANTS-MONTJUÏC,17.0,Sants - Badal,Carrer,SUGRANYES,2,94,,,,,,,1,1,4.0,2.12901521,41.36999806
8156,,,,,HUTB-006768,,,,,,,,,,,10-2013-0566,10,SANT MARTI,65.0,el Clot,Gran Via,CORTS CATALANES,1,849,,,,,,,1,1A,7.0,2.189027159,41.40430324
8157,,,,,HUTB-007098,,,,,,,,,,,06-2013-0508,6,GRACIA,31.0,la Vila de Gràcia,Carrer,FRANCISCO GINER,1,43,,,,,,,1,2,3.0,2.157373349,41.39782471
8158,,,,,HUTB-007148,,,,,,,,,,,05-2013-0442,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Carrer,SAGUES,1,49,,,,,,,4,2,4.0,2.142529377,41.39335305
8159,,,,,HUTB-007147,,,,,,,,,,,05-2013-0443,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Carrer,SAGUES,1,49,,,,,,,1,1,6.0,2.142529377,41.39335305
8160,,,,,HUTB-007083,,,,,,,,,,,07-2013-0200,7,HORTA-GUINARDÓ,33.0,el Baix Guinardó,Carrer,CAMELIES,1,71,,,,,,,3,1,6.0,2.161972457,41.41150488
8161,,,,,HUTB-008985,,,,,,,,,,,02-2013-1464,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,1,1,7.0,2.146855552,41.37772096
8162,,,,,HUTB-008970,,,,,,,,,,,02-2013-1465,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,39,,,,,,,4,2,7.0,2.146855552,41.37772096
8163,,,,,HUTB-007134,,,,,,,,,,,02-2013-1467,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,5,3,8.0,2.151161481,41.378370200000006
8164,,,,,HUTB-008821,,,,,,,,,,,02-2014-0249,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,47,,,,,,,4,1A,4.0,2.1578026930000003,41.38843182
8165,,,,,HUTB-000949,,,,,,,,,,,01-2013-0553,1,CIUTAT VELLA,1.0,el Raval,Carrer,RAMBLA,1,41,,,,,,,3,1,7.0,2.173327586,41.37766919
8166,,,,,HUTB-000950,,,,,,,,,,,01-2013-0554,1,CIUTAT VELLA,1.0,el Raval,Carrer,RAMBLA,1,41,,,,,,,AT,,3.0,2.173327586,41.37766919
8167,,,,,HUTB-000947,,,,,,,,,,,01-2013-0559,1,CIUTAT VELLA,1.0,el Raval,Carrer,RAMBLA,1,41,,,,,,,2,1,7.0,2.173327586,41.37766919
8168,,,,,HUTB-007049,,,,,,,,,,,02-2013-1457,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,83,,,,,,,5,4,4.0,2.149662428,41.3798407
8169,,,,,HUTB-007126,,,,,,,,,,,10-2013-0593,10,SANT MARTI,68.0,el Poblenou,Carrer,PUJADES,2,120,,122.0,,,,,2,1,6.0,2.194735805,41.39601276
8170,,,,,HUTB-007555,,,,,,,,,,,02-2013-1928,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,146,,,,,,A,3,4,3.0,2.149288525,41.38949997
8171,,,,,HUTB-007109,,,,,,,,,,,02-2013-1494,2,L'EIXAMPLE,6.0,la Sagrada Família,Carrer,LEPANT,1,317,,,,,,,1,,7.0,2.172296892,41.40493609
8172,,,,,HUTB-007149,,,,,,,,,,,05-2013-0444,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Carrer,SAGUES,1,49,,,,,,,5,1,4.0,2.142529377,41.39335305
8173,,,,,HUTB-007146,,,,,,,,,,,05-2013-0445,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Carrer,SAGUES,1,49,,,,,,,5,2,4.0,2.142529377,41.39335305
8174,,,,,HUTB-007078,,,,,,,,,,,05-2013-0438,5,SARRIA-SANT GERVASI,27.0,el Putxet i el Farró,Carrer,BALMES,2,438,,440.0,,,,,5,D,6.0,2.137063621,41.40617893
8175,,,,,HUTB-007150,,,,,,,,,,,03-2013-0470,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,SALVA,2,40,,,,,,,1,2,6.0,2.164501999,41.37120118
8176,,,,,HUTB-043758,,,,,,,,,,,02-2013-1533,2,L'EIXAMPLE,10.0,Sant Antoni,Avinguda,MISTRAL,2,10,,,,,,D,6,3,9.0,2.157663619,41.37565257
8177,,,,,HUTB-006901,,,,,,,,,,,03-2013-0440,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,TAPIOLES,2,28,,,,,,,5,1,4.0,2.16307491,41.37144856
8178,,,,,HUTB-006832,,,,,,,,,,,02-2013-1374,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,1,37,,,,,,,5,3,5.0,2.173134756,41.40514128
8179,,,,,HUTB-006831,,,,,,,,,,,02-2013-1380,2,L'EIXAMPLE,7.0,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,240,,,,,,,4,2,5.0,2.168051464,41.39974517
8180,,,,,HUTB-006830,,,,,,,,,,,02-2013-1383,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,6,3,8.0,2.151161481,41.378370200000006
8181,,,,,HUTB-006858,,,,,,,,,,,02-2013-1386,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,2,102,,,,,,,7,4,8.0,2.151161481,41.378370200000006
8182,,,,,HUTB-006774,,,,,,,,,,,07-2013-0196,7,HORTA-GUINARDÓ,33.0,el Baix Guinardó,Carrer,ROSALIA DE CASTRO,2,16,,,,,,,AT,2,4.0,2.1694878909999997,41.40844093
8183,,,,,HUTB-000712,,,,,,,,,,,05-2011-0300,5,SARRIA-SANT GERVASI,27.0,el Putxet i el Farró,Carrer,HOMER,1,35,B,,,,,,BJ,1,9.0,2.145185212,41.40512872
8184,,,,,HUTB-010349,,,,,,,,,,,06-2014-0301,6,GRACIA,31.0,la Vila de Gràcia,Carrer,RAMON Y CAJAL,2,14,,,,,,,2,2,3.0,2.1568971080000003,41.40030934
8185,,,,,HUTB-010043,,,,,,,,,,,10-2014-0326,10,SANT MARTI,68.0,el Poblenou,Carrer,ESPRONCEDA,2,88,,,,,,,BJ,,5.0,2.203840859,41.40338068
8186,,,,,HUTB-015909,,,,,,,,,,,01-2016-0418,1,CIUTAT VELLA,1.0,el Raval,Carrer,JOAQUIN COSTA,1,53,,,,,,,PR,,10.0,2.1636106369999997,41.38162651
8187,,,,,HUTB-008685,,,,,,,,,,,02-2014-0205,2,L'EIXAMPLE,9.0,la Nova Esquerra de l'Eixample,Carrer,PARIS,1,111,,,,,,,6,2,2.0,2.1465883480000003,41.38774591
8188,,,,,HUTB-007967,,,,,,,,,,,05-2013-0656,5,SARRIA-SANT GERVASI,26.0,Sant Gervasi - Galvany,Carrer,BALMES,2,184,,,,,,,5,3,6.0,2.152335285,41.39460879
8189,,,,,HUTB-008080,,,,,,,,,,,03-2013-0683,3,SANTS-MONTJUÏC,15.0,Hostafrancs,Carrer,MOIANES,1,63,,,,,,,1,1,5.0,2.141333459,41.37216883
8190,,,,,HUTB-000108,,,,,,,,,,,06-2014-0260,6,GRACIA,31.0,la Vila de Gràcia,Carrer,ESCORIAL,1,5,,7.0,,,,,AT,4,5.0,2.161197779,41.40423621
8191,,,,,HUTB-010548,,,,,,,,,,,03-2014-0356,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,FONTRODONA,1,13,B,,,,,,PR,3,4.0,2.166180576,41.37170888
8192,,,,,HUTB-010549,,,,,,,,,,,03-2014-0357,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,FONTRODONA,1,13,B,,,,,,PR,1,4.0,2.166180576,41.37170888
8193,,,,,HUTB-010550,,,,,,,,,,,03-2014-0358,3,SANTS-MONTJUÏC,11.0,el Poble Sec,Carrer,FONTRODONA,1,13,B,,,,,,BJ,1,5.0,2.166180576,41.37170888
8194,,,,,HUTB-012872,,,,,,,,,,,07-2014-0353,7,HORTA-GUINARDÓ,35.0,el Guinardó,Carrer,AMILCAR,2,166,,,,,,,BJ,,32.0,2.1717461609999997,41.41949015
8195,,,,,HUTB-010580,,,,,,,,,,,02-2014-0723,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,1,31,,,,,,,6,4,7.0,2.17313889,41.40488028
8196,,,,,HUTB-010576,,,,,,,,,,,02-2014-0724,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,1,31,,,,,,,AT,4,5.0,2.17313889,41.40488028
8197,,,,,HUTB-010577,,,,,,,,,,,02-2014-0726,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,1,31,,,,,,,2,4,7.0,2.17313889,41.40488028
8198,,,,,HUTB-010578,,,,,,,,,,,02-2014-0727,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,1,31,,,,,,,4,2,7.0,2.17313889,41.40488028
8199,,,,,HUTB-010579,,,,,,,,,,,02-2014-0729,2,L'EIXAMPLE,6.0,la Sagrada Família,Avinguda,GAUDI,1,31,,,,,,,2,3,7.0,2.17313889,41.40488028
8200,,,,,HUTB-009761,,,,,,,,,,,02-2014-0730,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,EN,4,2.0,2.151135154,41.38607052
8201,,,,,HUTB-009764,,,,,,,,,,,02-2014-0731,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,4,4,7.0,2.151135154,41.38607052
8202,,,,,HUTB-009767,,,,,,,,,,,02-2014-0732,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,3,3,7.0,2.151135154,41.38607052
8203,,,,,HUTB-009768,,,,,,,,,,,02-2014-0733,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,5,1,9.0,2.151135154,41.38607052
8204,,,,,HUTB-009770,,,,,,,,,,,02-2014-0734,2,L'EIXAMPLE,8.0,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,4,3,9.0,2.151135154,41.38607052
